selector,rule,ref_id,selector_role
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,47,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,48,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,49,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,50,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,51,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,52,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,53,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,54,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,55,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,56,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,57,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,58,diagnostic_posthoc
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,59,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,3,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,4,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,6,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,7,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,8,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,12,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,13,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,14,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,15,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,17,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,19,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,20,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,24,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,27,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,28,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,29,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,31,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,32,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,33,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,36,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,37,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,38,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,43,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,45,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,47,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,53,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,54,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,57,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,58,diagnostic_posthoc
phi_qc_cluster_stable_ref30,random_label,59,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,1,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,3,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,6,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,7,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,8,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,9,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,11,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,13,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,15,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,19,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,21,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,24,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,26,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,30,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,33,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,34,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,36,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,37,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,38,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,40,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,42,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,43,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,45,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,46,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,50,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,52,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,54,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,55,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,57,diagnostic_posthoc
phi_qc_cluster_stable_ref30,real_even_odd,58,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,3,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,5,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,7,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,8,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,10,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,14,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,16,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,17,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,20,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,21,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,24,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,25,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,28,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,29,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,31,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,32,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,33,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,37,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,39,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,42,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,43,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,44,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,46,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,47,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,48,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,49,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,52,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,53,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,58,diagnostic_posthoc
phi_qc_cluster_stable_ref30,teacher_nn,59,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,30,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,31,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,32,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,33,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,34,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,35,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,36,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,37,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,38,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,39,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,40,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,41,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,42,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,43,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,44,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,45,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,46,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,47,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,48,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,49,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,50,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,51,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,52,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,53,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,54,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,55,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,56,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,57,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,58,diagnostic_posthoc
qc_hardness_stable_ref30,low_tv_spectral_teacher,59,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,5,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,6,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,15,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,16,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,17,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,19,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,20,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,21,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,24,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,25,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,26,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,28,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,32,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,33,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,35,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,36,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,39,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,42,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,44,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,45,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,47,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,48,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,49,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,50,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,52,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,53,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,55,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,56,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,58,diagnostic_posthoc
qc_hardness_stable_ref30,random_label,59,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,1,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,3,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,4,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,6,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,7,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,8,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,9,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,13,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,15,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,16,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,21,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,22,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,24,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,26,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,27,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,30,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,33,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,34,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,36,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,37,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,38,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,40,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,42,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,43,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,45,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,46,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,48,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,49,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,50,diagnostic_posthoc
qc_hardness_stable_ref30,real_even_odd,55,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,3,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,5,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,7,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,8,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,10,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,11,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,16,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,17,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,21,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,22,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,24,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,25,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,28,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,29,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,31,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,32,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,33,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,37,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,39,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,41,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,42,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,43,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,44,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,47,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,48,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,49,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,52,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,56,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,58,diagnostic_posthoc
qc_hardness_stable_ref30,teacher_nn,59,diagnostic_posthoc
