selector,rule,radius,delta_phi_energy,delta_phi_full,n_units,qc_pass,claim_status
optimizer_first30_ref30,real_even_odd,0.65,-0.053593964353978826,4.11909708966604,1,False,missing_units
optimizer_first30_ref30,real_even_odd,0.85,-0.06031937375927967,4.380526660765783,1,False,missing_units
optimizer_first30_ref30,real_even_odd,1.0,-0.07641753692324174,4.526881389338727,1,False,missing_units
optimizer_first30_ref30,real_even_odd,1.25,-0.07893878316294256,4.7474130225110365,1,False,missing_units
optimizer_first30_ref30,real_even_odd,1.5,-0.08585854067133361,4.922740737458203,1,False,missing_units
optimizer_first30_ref30,real_even_odd,1.75,-0.09389617413820042,5.06879114640298,1,False,missing_units
optimizer_first30_ref30,real_even_odd,2.0,-0.09860105683815164,5.197563397330142,1,False,missing_units
optimizer_first30_ref30,real_even_odd,2.25,-0.1002574577473984,5.313642172249706,1,False,missing_units
optimizer_first30_ref30,real_even_odd,2.5,-0.10570651486207938,5.4135108187182235,1,False,missing_units
optimizer_first30_ref30,teacher_nn,0.01,0.0,0.0,30,True,claimable_selector_radius
optimizer_first30_ref30,teacher_nn,0.02,-0.00018983187462713532,0.6926756960316975,30,True,claimable_selector_radius
optimizer_first30_ref30,teacher_nn,0.03,-0.0005378158349306646,1.097628063938962,30,True,claimable_selector_radius
optimizer_first30_ref30,teacher_nn,0.05,-0.0017848690703093286,1.60699906615435,30,True,claimable_selector_radius
optimizer_first30_ref30,teacher_nn,0.08,-0.0050222112646983045,2.073574372454276,30,True,claimable_selector_radius
optimizer_first30_ref30,teacher_nn,0.12,-0.011780169291041052,2.4721167662955015,1,False,missing_units
optimizer_first30_ref30,teacher_nn,0.15,-0.016078946615687626,2.6908708683828646,1,False,missing_units
optimizer_first30_ref30,teacher_nn,0.2,-0.024753238098639486,2.9697617529386697,1,False,missing_units
optimizer_first30_ref30,teacher_nn,0.3,-0.038497040735880075,3.361318302168997,1,False,missing_units
optimizer_first30_ref30,teacher_nn,0.45,-0.05808621402298231,3.7470294807494624,1,False,missing_units
optimizer_first30_ref30,teacher_nn,0.65,-0.07234300616442908,4.10034804785559,1,False,missing_units
optimizer_first30_ref30,teacher_nn,0.85,-0.09118573492867028,4.349660299596392,1,False,missing_units
optimizer_first30_ref30,teacher_nn,1.0,-0.09909642707405918,4.50420249918791,1,False,missing_units
optimizer_first30_ref30,teacher_nn,1.25,-0.11338532509660078,4.7129664805773785,1,False,missing_units
optimizer_first30_ref30,teacher_nn,1.5,-0.12473240056602776,4.883866877563508,1,False,missing_units
optimizer_first30_ref30,teacher_nn,1.75,-0.1287386776410929,5.0339486429000875,1,False,missing_units
optimizer_first30_ref30,teacher_nn,2.0,-0.13528948809507602,5.160874966073218,1,False,missing_units
optimizer_first30_ref30,teacher_nn,2.25,-0.1407236416227799,5.273175988374324,1,False,missing_units
optimizer_first30_ref30,teacher_nn,2.5,-0.12686594925147157,5.3923513843288315,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.01,0.0,0.0,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.02,-0.00010597209943618098,0.6927595558068886,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.03,-0.00029747309891452867,1.0978684066749784,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.05,-0.0009946755357593305,1.6077892596888999,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.08,-0.0029146187909062115,2.0756819649280684,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.12,-0.007277879230037782,2.4766190563565047,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.15,-0.010369361686678874,2.6965804533118733,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.2,-0.016079449026466307,2.978435542010843,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.3,-0.029040916507003654,3.3707744263978734,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.45,-0.04092579452285328,3.7641899002495913,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.65,-0.052849734762441265,4.119841319257578,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,0.85,-0.05980214163017031,4.381043892894892,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,1.0,-0.06803753751763228,4.5352613887443365,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,1.25,-0.07116188723009556,4.755189918443883,1,False,missing_units_and_qc_fail
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,1.5,-0.07949633329035108,4.929102944839186,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,1.75,-0.08529318928878882,5.077394131252391,1,False,missing_units_and_qc_fail
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,2.0,-0.09574921694076152,5.200415237227531,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,2.25,-0.0963013831400126,5.3175982468570915,1,False,missing_units
phi_qc_cluster_stable_ref30,low_tv_spectral_teacher,2.5,-0.1046500223075301,5.414567311272773,1,False,missing_units
phi_qc_cluster_stable_ref30,random_label,0.01,0.0,0.0,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,random_label,0.02,-0.00036947322874241855,0.6924960546775824,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,random_label,0.03,-0.0011618002778612947,1.0970040794960314,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,random_label,0.05,-0.004548970874732793,1.6042349643499267,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,random_label,0.08,-0.013680913830821512,2.064915669888153,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,random_label,0.12,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,0.15,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,0.2,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,0.3,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,0.45,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,0.65,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,0.85,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,1.0,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,1.25,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,1.5,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,1.75,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,2.0,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,2.25,,,0,False,missing_units
phi_qc_cluster_stable_ref30,random_label,2.5,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,0.01,0.0,0.0,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,real_even_odd,0.02,-1.5379042847319164e-05,0.6928501488634777,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,real_even_odd,0.03,-4.795189074635209e-05,1.0981179278831463,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,real_even_odd,0.05,-0.00023366624005749352,1.6085502689846016,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,real_even_odd,0.08,-0.0011465648969354912,2.077450018822039,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,real_even_odd,0.12,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,0.15,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,0.2,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,0.3,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,0.45,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,0.65,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,0.85,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,1.0,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,1.25,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,1.5,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,1.75,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,2.0,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,2.25,,,0,False,missing_units
phi_qc_cluster_stable_ref30,real_even_odd,2.5,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,0.01,0.0,0.0,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,teacher_nn,0.02,-0.00012880566736888993,0.6927367222389561,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,teacher_nn,0.03,-0.00037227640599234104,1.0977936033679003,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,teacher_nn,0.05,-0.001328990735988983,1.6074549444886703,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,teacher_nn,0.08,-0.00404418922989011,2.0745523944890847,30,True,claimable_selector_radius
phi_qc_cluster_stable_ref30,teacher_nn,0.12,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,0.15,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,0.2,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,0.3,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,0.45,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,0.65,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,0.85,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,1.0,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,1.25,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,1.5,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,1.75,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,2.0,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,2.25,,,0,False,missing_units
phi_qc_cluster_stable_ref30,teacher_nn,2.5,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.01,0.0,0.0,30,True,claimable_selector_radius
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.02,-0.00010193174598933512,0.6927635961603353,30,True,claimable_selector_radius
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.03,-0.0002867288463948571,1.0978791509274979,30,True,claimable_selector_radius
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.05,-0.0009639509322156436,1.6078199842924437,30,True,claimable_selector_radius
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.08,-0.0028530615484501686,2.0757435221705247,30,True,claimable_selector_radius
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.12,-0.004653333755276678,2.479243601831266,1,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.15,-0.007593086985260958,2.699356728013291,1,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.2,-0.014334579113689223,2.98018041192362,1,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.3,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.45,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.65,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,0.85,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,1.0,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,1.25,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,1.5,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,1.75,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,2.0,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,2.25,,,0,False,missing_units
qc_hardness_stable_ref30,low_tv_spectral_teacher,2.5,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,0.01,0.0,0.0,30,True,claimable_selector_radius
qc_hardness_stable_ref30,random_label,0.02,-0.00045532729002894975,0.692410200616296,30,True,claimable_selector_radius
qc_hardness_stable_ref30,random_label,0.03,-0.0014092658681907587,1.0967566139057017,30,True,claimable_selector_radius
qc_hardness_stable_ref30,random_label,0.05,-0.005275972736254794,1.6035079624884048,30,True,claimable_selector_radius
qc_hardness_stable_ref30,random_label,0.08,-0.015412473884010723,2.0631841098349635,30,True,claimable_selector_radius
qc_hardness_stable_ref30,random_label,0.12,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,0.15,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,0.2,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,0.3,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,0.45,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,0.65,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,0.85,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,1.0,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,1.25,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,1.5,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,1.75,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,2.0,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,2.25,,,0,False,missing_units
qc_hardness_stable_ref30,random_label,2.5,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,0.01,0.0,0.0,30,True,claimable_selector_radius
qc_hardness_stable_ref30,real_even_odd,0.02,-1.8095005704208023e-05,0.6928474329006206,30,True,claimable_selector_radius
qc_hardness_stable_ref30,real_even_odd,0.03,-5.595881248745454e-05,1.0981099209614051,30,True,claimable_selector_radius
qc_hardness_stable_ref30,real_even_odd,0.05,-0.0002627300071413907,1.608521205217518,30,True,claimable_selector_radius
qc_hardness_stable_ref30,real_even_odd,0.08,-0.00122883653394992,2.0773677471850247,30,True,claimable_selector_radius
qc_hardness_stable_ref30,real_even_odd,0.12,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,0.15,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,0.2,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,0.3,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,0.45,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,0.65,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,0.85,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,1.0,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,1.25,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,1.5,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,1.75,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,2.0,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,2.25,,,0,False,missing_units
qc_hardness_stable_ref30,real_even_odd,2.5,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,0.01,0.0,0.0,30,True,claimable_selector_radius
qc_hardness_stable_ref30,teacher_nn,0.02,-0.00015078772586928812,0.6927147401804556,30,True,claimable_selector_radius
qc_hardness_stable_ref30,teacher_nn,0.03,-0.00043061378280703885,1.0977352659910857,30,True,claimable_selector_radius
qc_hardness_stable_ref30,teacher_nn,0.05,-0.0014872617202674058,1.607296673504392,30,True,claimable_selector_radius
qc_hardness_stable_ref30,teacher_nn,0.08,-0.004369128717102234,2.0742274550018722,30,True,claimable_selector_radius
qc_hardness_stable_ref30,teacher_nn,0.12,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,0.15,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,0.2,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,0.3,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,0.45,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,0.65,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,0.85,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,1.0,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,1.25,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,1.5,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,1.75,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,2.0,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,2.25,,,0,False,missing_units
qc_hardness_stable_ref30,teacher_nn,2.5,,,0,False,missing_units
