train_row,mnist_index,digit,tsne_1,tsne_2,umap_1,umap_2,label_low_tv_spectral_teacher,label_real_even_odd,label_teacher_nn,label_random_label
272,12233,7,-23.201440811157227,-6.118095397949219,6.952223300933838,4.937289237976074,1,-1,1,1
273,41614,0,2.7109084129333496,3.689267635345459,2.9357998371124268,7.519136905670166,1,1,1,-1
274,51149,1,5.769988536834717,-14.941823959350586,5.818991661071777,8.024422645568848,1,-1,-1,1
275,27589,3,10.094979286193848,6.981992244720459,2.4605448246002197,7.319216728210449,1,-1,-1,1
276,66518,5,10.50925064086914,-14.556452751159668,5.476602077484131,7.310563087463379,1,-1,-1,1
277,13964,6,-1.412121295928955,-6.863846302032471,7.426707744598389,7.454577922821045,-1,1,1,-1
278,7019,4,-10.96364974975586,2.6668589115142822,5.518815040588379,5.185539722442627,1,1,1,-1
279,58064,3,6.696566104888916,11.891164779663086,2.2907967567443848,6.763380527496338,-1,-1,1,1
280,13309,6,23.134796142578125,-4.333626747131348,3.849935293197632,9.456605911254883,1,1,1,1
281,16733,5,-1.958070158958435,3.0145866870880127,5.417412281036377,6.657926559448242,1,-1,-1,-1
282,10488,0,27.818809509277344,6.95556116104126,2.086024761199951,9.409647941589355,-1,1,1,1
283,28138,7,-17.213653564453125,10.179388046264648,5.695606231689453,3.838815212249756,-1,-1,1,1
284,60858,2,13.459672927856445,-5.478119373321533,4.359721660614014,7.589093208312988,1,1,-1,-1
285,33689,6,-17.338220596313477,-22.042766571044922,7.472501277923584,9.090639114379883,-1,1,1,1
286,1720,9,-8.61204719543457,5.445380210876465,5.142385005950928,4.980551719665527,-1,-1,1,1
287,20468,4,-7.482930660247803,1.9849573373794556,5.402439117431641,5.738506317138672,1,1,-1,1
288,16041,7,14.458242416381836,-14.851960182189941,5.1014251708984375,7.89986515045166,1,-1,-1,-1
289,51214,2,14.07056999206543,-5.341854572296143,4.354439735412598,7.69657564163208,1,1,-1,-1
290,9385,4,-6.678789138793945,12.628057479858398,4.76513671875,4.759853363037109,-1,1,1,-1
291,47295,8,3.4587972164154053,6.568750381469727,1.8672311305999756,7.564161777496338,1,1,1,-1
292,41285,0,25.85846710205078,-2.707099676132202,3.6660304069519043,9.72282886505127,-1,1,-1,-1
293,68010,3,13.207026481628418,9.772006034851074,2.817704677581787,6.903427600860596,1,-1,-1,-1
294,34370,5,4.343982696533203,-9.04039478302002,6.784208297729492,6.745259761810303,-1,-1,1,-1
295,54496,6,-8.340227127075195,-13.781557083129883,5.388790607452393,9.103960990905762,1,1,1,-1
296,40281,3,10.368837356567383,-4.293925762176514,4.038718223571777,7.793692588806152,1,-1,1,1
297,34521,2,12.573795318603516,-1.620735764503479,3.451899528503418,7.4047980308532715,1,1,-1,-1
298,16553,5,8.958734512329102,4.273988723754883,2.368244171142578,7.658857822418213,1,-1,1,-1
299,18809,7,-15.616954803466797,-0.2130555361509323,6.681182861328125,5.031466484069824,1,-1,1,1
300,42284,3,4.612935543060303,3.8306822776794434,2.5086143016815186,7.292044162750244,1,-1,1,-1
301,18380,3,8.875592231750488,8.385805130004883,2.679579019546509,6.957272529602051,1,-1,-1,1
302,24230,9,-1.1560590267181396,20.89244270324707,3.949157476425171,4.383339881896973,-1,-1,-1,1
303,41128,9,-5.857861042022705,7.205650329589844,4.717464923858643,4.536337375640869,-1,-1,-1,-1
304,45849,8,-21.79732894897461,-4.774706840515137,7.046947002410889,5.106081962585449,1,1,1,-1
305,35015,3,11.120941162109375,-4.423256874084473,4.107929229736328,7.918215274810791,1,-1,1,1
306,16766,6,-2.568037748336792,8.515132904052734,4.63527250289917,5.700992584228516,-1,1,1,1
307,30150,6,-9.452664375305176,14.199740409851074,4.334775447845459,5.764285087585449,-1,1,-1,-1
308,16781,2,20.430130004882812,-8.998122215270996,4.771403789520264,8.406351089477539,1,1,1,-1
309,18883,9,-12.70947551727295,4.2396416664123535,5.693261623382568,4.836760997772217,-1,-1,1,1
310,45208,8,13.317663192749023,-6.565979957580566,4.621896266937256,7.623895168304443,1,1,1,1
311,32168,5,-0.06219160929322243,-6.806658744812012,7.228341579437256,6.906011581420898,-1,-1,-1,-1
312,32931,3,11.337224006652832,4.115478515625,2.673837661743164,7.763913631439209,1,-1,1,1
313,44013,4,18.065675735473633,-6.248590469360352,5.6183905601501465,5.95615816116333,1,1,1,1
314,68975,3,18.91394805908203,-12.87203311920166,4.121177673339844,8.646815299987793,1,-1,1,-1
315,47216,1,0.584441602230072,-12.546380043029785,6.708381652832031,8.026880264282227,-1,-1,-1,-1
316,62303,3,5.9751787185668945,1.5795211791992188,2.938682794570923,7.195383071899414,1,-1,-1,1
317,632,7,-21.884578704833984,7.089883804321289,6.3212971687316895,4.034994125366211,-1,-1,1,1
318,41406,0,21.592098236083984,12.36708927154541,2.5759918689727783,9.44267463684082,-1,1,1,1
319,44270,8,7.307950019836426,11.57706356048584,2.1231937408447266,6.846050262451172,-1,1,1,-1
320,47297,8,-9.211469650268555,-2.8832650184631348,6.866693019866943,6.012998580932617,-1,1,1,-1
321,64413,6,-3.5619354248046875,-14.597655296325684,6.681263446807861,8.551654815673828,-1,1,-1,-1
322,52741,1,3.7194907665252686,-14.284616470336914,6.135157108306885,8.048129081726074,1,-1,-1,1
323,55327,6,-10.06302261352539,-17.26128578186035,5.504382610321045,9.273896217346191,1,1,-1,-1
324,52687,7,2.5707709789276123,-11.416685104370117,6.424763202667236,7.848194599151611,1,-1,1,1
325,24888,1,-7.294800758361816,-8.358091354370117,7.929075717926025,7.244102478027344,-1,-1,-1,-1
326,51015,1,-3.161069393157959,-11.664267539978027,7.349010944366455,7.957036972045898,-1,-1,-1,-1
327,56546,7,-23.277158737182617,4.110527992248535,6.610143661499023,4.372413635253906,1,-1,1,-1
328,55749,2,16.667037963867188,3.8482563495635986,3.6187665462493896,7.088758945465088,1,1,1,1
329,5954,4,-3.117981433868408,2.0249783992767334,5.6917195320129395,6.446072101593018,1,1,-1,1
330,35446,7,-17.95955467224121,4.009165287017822,6.331898212432861,4.659386157989502,-1,-1,1,-1
331,873,2,22.389196395874023,-7.93890905380249,4.425764083862305,8.635515213012695,1,1,-1,-1
332,47619,0,24.468381881713867,10.920655250549316,2.8030786514282227,9.610788345336914,-1,1,1,1
333,43077,2,11.358101844787598,-6.496480464935303,4.59021520614624,7.732931613922119,1,1,-1,1
334,47998,1,-6.424964427947998,-4.140648365020752,8.149012565612793,6.649529457092285,-1,-1,-1,1
335,32286,4,-13.587615966796875,-6.7752909660339355,5.9978928565979,6.0176777839660645,1,1,1,1
336,20644,9,-15.040624618530273,3.4053328037261963,5.9949164390563965,4.901823997497559,-1,-1,1,1
337,30369,2,5.436952114105225,-4.34699821472168,3.4432742595672607,6.699800491333008,-1,1,-1,1
338,53080,1,-5.24452543258667,-2.6912341117858887,7.982178211212158,6.513851642608643,-1,-1,-1,-1
339,61815,4,-3.4096338748931885,12.628602981567383,4.012712001800537,4.72493839263916,-1,1,-1,-1
340,35488,0,20.515424728393555,2.681446075439453,3.1578071117401123,8.794278144836426,1,1,1,1
341,1194,9,-2.032768726348877,21.666889190673828,3.7463130950927734,4.515635013580322,-1,-1,-1,1
342,24141,7,-15.838822364807129,2.692718029022217,6.245477199554443,4.823785781860352,1,-1,1,1
343,42375,3,9.17362117767334,16.68283462524414,2.7418477535247803,6.2190046310424805,-1,-1,-1,-1
344,29106,2,16.313302993774414,1.1447069644927979,3.950639009475708,7.245117664337158,1,1,-1,-1
345,28791,7,-19.405221939086914,1.2898497581481934,6.617891311645508,4.4310526847839355,1,-1,1,1
346,5267,6,-17.50904083251953,-20.21285057067871,7.352234363555908,9.244287490844727,1,1,1,1
347,69000,7,-22.694049835205078,-5.282863616943359,7.059422492980957,5.015790939331055,1,-1,1,-1
348,17702,9,-6.405429363250732,10.781289100646973,4.6926398277282715,4.737129211425781,-1,-1,-1,1
349,38573,0,24.705577850341797,-0.888801634311676,3.5348927974700928,9.6769437789917,-1,1,-1,1
350,42535,2,6.372336387634277,-4.542688846588135,3.421043634414673,6.718070030212402,1,1,1,1
351,68876,3,10.646425247192383,-2.688232660293579,3.693460702896118,7.899260520935059,1,-1,1,-1
352,52609,0,20.87030792236328,-1.9913052320480347,3.815880298614502,9.336048126220703,1,1,-1,-1
353,1533,3,21.70054054260254,-16.47121238708496,3.999265193939209,8.274391174316406,-1,-1,1,-1
354,19417,9,-17.7711181640625,2.5130484104156494,6.454468250274658,4.462923049926758,1,-1,1,1
355,19451,6,-15.531217575073242,-20.577939987182617,7.391040802001953,9.326611518859863,1,1,1,-1
356,51760,2,13.036316871643066,13.20943546295166,3.0119752883911133,6.8116631507873535,1,1,1,1
357,37037,6,-8.474133491516113,-16.287139892578125,5.772540092468262,9.15790843963623,1,1,-1,-1
358,27363,6,-12.527587890625,13.76616096496582,4.57490873336792,6.11215353012085,-1,1,1,1
359,6146,0,22.18042755126953,7.757648468017578,2.4504363536834717,9.118480682373047,-1,1,1,1
360,58425,7,-20.815921783447266,1.5864667892456055,6.7868876457214355,4.561534404754639,1,-1,1,1
361,56628,8,2.888479471206665,-0.362038791179657,2.200603485107422,7.728367805480957,1,1,-1,1
362,54546,9,-6.254639148712158,7.170132637023926,4.685126781463623,4.445806980133057,-1,-1,1,1
363,31121,4,-8.789627075195312,7.079967975616455,5.058434963226318,5.559322357177734,-1,1,-1,1
364,34776,6,-10.457605361938477,-13.826562881469727,5.506893634796143,9.106252670288086,1,1,-1,1
365,1655,7,-20.66800880432129,4.287259578704834,6.5676164627075195,4.202907085418701,-1,-1,1,-1
366,63528,3,6.372865676879883,1.0579750537872314,3.0572919845581055,7.313644886016846,1,-1,-1,-1
367,14315,6,-19.074024200439453,-16.243942260742188,6.754878520965576,9.479551315307617,1,1,-1,-1
368,4721,4,-9.476029396057129,19.581253051757812,3.677586555480957,5.271791934967041,-1,1,-1,1
369,34819,8,2.2054941654205322,-8.551454544067383,6.28770112991333,7.274654865264893,1,1,1,-1
370,48059,0,21.052785873413086,-0.7961512207984924,3.472097873687744,9.466588973999023,-1,1,-1,1
371,53522,2,22.61744499206543,-6.070531845092773,4.183374881744385,9.165266036987305,1,1,-1,-1
372,932,9,-0.6044260859489441,17.3397274017334,4.250336170196533,4.100960731506348,-1,-1,-1,1
373,68743,4,-10.2944974899292,0.354135125875473,5.6818766593933105,5.379086494445801,1,1,1,1
374,47305,5,16.942882537841797,-14.743207931518555,4.059780597686768,8.435243606567383,1,-1,-1,1
375,37449,9,-11.254125595092773,4.325372695922852,5.4511308670043945,4.918704986572266,-1,-1,1,1
376,51704,7,-19.010522842407227,13.26746940612793,5.716512680053711,3.545708656311035,-1,-1,1,1
377,20426,3,12.736586570739746,1.4256343841552734,2.7807037830352783,7.9443254470825195,1,-1,-1,-1
378,25757,0,22.762516021728516,12.603876113891602,2.736297369003296,9.671358108520508,-1,1,1,1
379,64575,4,-5.814210414886475,3.8000271320343018,5.086717128753662,5.415463447570801,-1,1,1,1
380,64591,6,-17.965213775634766,-15.200272560119629,6.712669849395752,9.514278411865234,1,1,-1,1
381,62090,4,-7.856050491333008,-5.553628444671631,8.000425338745117,6.8377509117126465,-1,1,-1,-1
382,49450,3,9.521232604980469,-3.712942600250244,3.608909845352173,7.696230411529541,1,-1,-1,1
383,14050,2,11.936702728271484,9.720770835876465,3.5271341800689697,6.985945224761963,1,1,-1,1
384,54698,9,-1.1473795175552368,14.685445785522461,4.382915496826172,4.406020164489746,-1,-1,-1,1
385,20859,8,17.911026000976562,-8.85649585723877,4.920056343078613,8.152658462524414,1,1,-1,1
386,22691,0,23.548320770263672,-1.1599029302597046,3.618361234664917,9.695956230163574,-1,1,-1,1
387,40531,9,-16.964515686035156,-0.5483185052871704,6.066137790679932,4.991899490356445,1,-1,-1,1
388,31676,9,-10.746903419494629,6.79232931137085,5.227975368499756,4.605990886688232,-1,-1,1,-1
389,23122,4,-12.916427612304688,-0.46189913153648376,6.38134241104126,5.647493362426758,1,1,1,1
390,10493,3,18.389423370361328,-14.936506271362305,3.44353985786438,8.126052856445312,1,-1,-1,-1
391,62854,9,-18.359460830688477,0.8560320734977722,6.382298469543457,4.621512413024902,1,-1,1,-1
392,47074,8,4.467404365539551,7.481605052947998,1.9590191841125488,7.629128932952881,1,1,1,1
393,9913,3,10.539633750915527,-2.873533010482788,3.8397300243377686,7.860055446624756,1,-1,1,-1
394,42540,8,3.121406316757202,9.47260856628418,1.7922807931900024,7.434896469116211,1,1,1,-1
395,23422,8,5.578355312347412,9.829843521118164,3.0250301361083984,6.999505996704102,-1,1,-1,1
396,5640,3,6.080344200134277,-0.17944300174713135,3.345677375793457,7.419692039489746,1,-1,-1,-1
397,58750,7,-22.88372230529785,0.14644019305706024,6.878421306610107,4.703957557678223,1,-1,1,-1
398,55114,9,-14.983405113220215,0.727188766002655,6.286468982696533,5.044680595397949,1,-1,1,-1
399,61038,1,-2.592341899871826,-6.254776477813721,7.2965779304504395,6.859663486480713,-1,-1,1,1
400,30287,4,-4.162695407867432,13.876585960388184,4.008327007293701,4.618302345275879,-1,1,-1,1
401,60603,8,3.5152204036712646,5.446088790893555,2.0652108192443848,7.6187591552734375,1,1,1,1
402,41789,0,28.250391006469727,7.4823784828186035,2.1448800563812256,9.39208984375,-1,1,1,1
403,31887,1,-5.622077941894531,-6.629049301147461,8.093703269958496,6.865091323852539,-1,-1,-1,1
404,8986,5,5.813137531280518,3.6858017444610596,2.802377939224243,7.257143497467041,1,-1,1,1
405,977,6,3.043485403060913,-26.782188415527344,6.020061016082764,8.969573974609375,1,1,1,-1
406,26209,3,4.295435428619385,2.8763139247894287,2.4710261821746826,7.042684555053711,-1,-1,1,-1
407,27409,1,-4.711365699768066,-3.4042325019836426,7.948350429534912,6.535309314727783,-1,-1,1,1
408,47323,9,-14.677947044372559,6.973987102508545,5.6053466796875,4.201038360595703,-1,-1,1,-1
409,9994,0,20.170129776000977,9.986040115356445,2.34131121635437,8.942122459411621,-1,1,1,-1
410,60638,5,2.5502026081085205,-21.44483184814453,6.6766815185546875,6.787503242492676,-1,-1,1,1
411,32225,8,10.355198860168457,-9.919086456298828,5.061570644378662,7.451961517333984,1,1,-1,-1
412,43943,3,15.587540626525879,-14.79396915435791,4.9687628746032715,8.085205078125,1,-1,-1,1
413,17180,1,-3.7253711223602295,-4.591485977172852,7.7618536949157715,6.484653472900391,-1,-1,1,-1
414,56468,5,-0.5295965075492859,-5.4331793785095215,7.540179252624512,7.2060041427612305,-1,-1,-1,1
415,11863,3,15.9085054397583,-13.991043090820312,4.408021926879883,8.286210060119629,1,-1,-1,-1
416,39599,8,12.190975189208984,-10.599942207336426,4.7744317054748535,7.263083457946777,1,1,1,1
417,400,2,11.599528312683105,15.78707218170166,2.879277467727661,6.4603729248046875,-1,1,-1,1
418,17122,0,22.410015106201172,10.213934898376465,2.4845852851867676,9.456562995910645,-1,1,1,1
419,14600,7,-21.365917205810547,13.437837600708008,5.799636363983154,3.688420057296753,-1,-1,1,-1
420,38604,5,2.360445499420166,2.23138165473938,3.225433349609375,7.4350361824035645,-1,-1,1,-1
421,57655,8,10.33282470703125,-9.54336929321289,4.920454502105713,7.422823905944824,1,1,-1,-1
422,41509,5,17.633270263671875,-12.021428108215332,4.221715450286865,8.60461139678955,1,-1,-1,-1
423,62220,7,-22.32273292541504,7.26756477355957,6.3332929611206055,4.014220237731934,-1,-1,1,-1
424,32101,4,-14.551623344421387,-8.19797134399414,5.966506481170654,6.0390448570251465,1,1,1,-1
425,28123,3,11.898548126220703,1.8134548664093018,2.834537982940674,7.983112335205078,1,-1,-1,-1
426,37939,1,-1.6960095167160034,-12.757286071777344,7.086457252502441,8.087546348571777,-1,-1,-1,-1
427,47425,8,13.03602409362793,-12.315145492553711,4.999068737030029,7.948760986328125,1,1,-1,-1
428,64948,8,1.9731820821762085,6.890844821929932,1.8507267236709595,7.46401309967041,-1,1,-1,1
429,48537,1,3.7424981594085693,-13.8272123336792,6.114871501922607,8.031065940856934,1,-1,-1,-1
430,1308,4,-3.1364083290100098,11.706304550170898,4.017902374267578,4.813361644744873,-1,1,1,1
431,13460,5,2.9099130630493164,12.40575122833252,2.0421390533447266,8.011453628540039,-1,-1,-1,1
432,8812,0,22.128557205200195,12.113719940185547,2.5706262588500977,9.530123710632324,-1,1,1,1
433,65506,1,-5.436726093292236,-5.093085765838623,8.021261215209961,6.6163105964660645,-1,-1,-1,1
434,6230,3,6.5940423011779785,4.875172138214111,2.6368138790130615,7.179327487945557,1,-1,1,-1
435,10215,7,-19.025938034057617,9.718128204345703,5.820312023162842,3.835749626159668,-1,-1,1,-1
436,38708,5,7.982389450073242,5.168076515197754,2.3390886783599854,7.508588790893555,1,-1,1,-1
437,7158,0,25.040128707885742,0.8328126072883606,3.2828316688537598,9.689772605895996,-1,1,-1,1
438,17002,9,-14.375540733337402,1.7859724760055542,6.217823028564453,4.97335147857666,1,-1,1,1
439,59351,5,-3.570671319961548,-23.091100692749023,5.930740833282471,6.7696123123168945,1,-1,-1,-1
440,42230,0,20.69539451599121,6.451124668121338,2.6858408451080322,9.062612533569336,-1,1,1,1
441,2945,5,-2.907883405685425,-18.667556762695312,6.244044303894043,7.032275199890137,1,-1,1,1
442,49696,9,-0.060106221586465836,21.28606414794922,4.009251594543457,4.28663444519043,-1,-1,-1,-1
443,62917,4,-8.138286590576172,6.6958770751953125,4.9875874519348145,5.389388561248779,-1,1,-1,-1
444,824,7,-16.61225128173828,10.415299415588379,5.612524509429932,3.969269275665283,-1,-1,1,-1
445,54907,6,3.450958251953125,-27.39750862121582,5.919731140136719,9.031031608581543,1,1,1,-1
446,46312,5,-2.241792917251587,-24.456098556518555,5.820801734924316,6.811284065246582,1,-1,1,1
447,51445,4,-4.996942043304443,9.556286811828613,4.324086666107178,4.774742603302002,-1,1,-1,1
448,6830,5,-1.5468772649765015,-24.682388305664062,5.8143486976623535,6.817956924438477,1,-1,1,-1
449,9517,6,27.068479537963867,9.005654335021973,2.180356502532959,9.385444641113281,-1,1,-1,1
450,40716,1,-0.24064825475215912,-11.999982833862305,6.875089645385742,7.980154991149902,-1,-1,-1,-1
451,34412,1,-5.246815204620361,-7.836208343505859,8.036664009094238,7.150574207305908,-1,-1,-1,1
452,57686,0,-6.850586414337158,1.276418924331665,3.9200823307037354,7.808513164520264,1,1,-1,-1
453,53181,8,8.169233322143555,-10.392955780029297,5.280132293701172,7.0025763511657715,1,1,-1,1
454,30135,9,-16.631380081176758,-2.186091661453247,6.532812595367432,5.221280097961426,1,-1,-1,-1
455,23025,2,22.09648323059082,-9.373297691345215,4.519212245941162,8.66998291015625,1,1,-1,-1
456,55574,1,-5.414993762969971,-4.128472328186035,8.0516357421875,6.62215518951416,-1,-1,-1,-1
457,39870,6,-11.886844635009766,12.587164878845215,4.447149753570557,6.156506538391113,-1,1,-1,-1
458,3575,5,-1.4348208904266357,-19.549724578857422,6.232564449310303,7.015959739685059,1,-1,-1,-1
459,21564,6,-16.92193603515625,-21.769941329956055,7.4662933349609375,9.165966033935547,1,1,1,1
460,24071,9,-12.418440818786621,6.8154988288879395,5.288505554199219,4.506436824798584,-1,-1,1,1
461,45015,3,10.794316291809082,1.8475368022918701,2.6537604331970215,7.4180731773376465,1,-1,-1,1
462,20695,2,21.746843338012695,-9.159321784973145,4.509993553161621,8.603148460388184,1,1,1,-1
463,21746,4,-2.407866954803467,11.764365196228027,3.919945240020752,4.735666751861572,-1,1,1,1
464,36743,6,-11.587350845336914,10.910405158996582,4.465484619140625,6.455934524536133,1,1,-1,-1
465,8428,2,-17.28824234008789,-23.279048919677734,7.472214698791504,8.910818099975586,-1,1,-1,1
466,64949,1,-4.62844181060791,-7.289556980133057,8.022048950195312,7.0544023513793945,-1,-1,-1,-1
467,44725,1,-4.452324390411377,-5.901785850524902,7.912827968597412,6.7452569007873535,-1,-1,-1,1
468,21160,7,-14.04072380065918,17.150842666625977,4.0165791511535645,5.475799083709717,-1,-1,1,1
469,43723,7,-20.416414260864258,-1.8945260047912598,6.8111572265625,4.849322319030762,1,-1,1,1
470,5703,4,-11.217597961425781,1.8615822792053223,5.76801872253418,5.217188835144043,1,1,1,1
471,62107,8,27.701738357543945,6.290547847747803,2.095604419708252,9.339129447937012,-1,1,1,-1
472,55815,9,-12.4612398147583,5.907222747802734,5.37860107421875,4.5222907066345215,-1,-1,1,-1
473,44149,2,2.9070184230804443,-6.53655481338501,6.15448522567749,6.4963507652282715,1,1,-1,-1
474,10929,9,-15.4666166305542,6.874580383300781,5.698310852050781,4.186887264251709,-1,-1,1,1
475,11531,2,-18.927734375,-21.315088272094727,7.4992475509643555,9.179878234863281,1,1,-1,-1
476,51364,5,0.45141905546188354,-19.871131896972656,6.759265422821045,6.91494607925415,-1,-1,1,-1
477,19418,4,-11.597319602966309,-2.052921772003174,6.048059463500977,5.806661128997803,1,1,-1,1
478,7986,2,4.655946731567383,11.030779838562012,3.2310233116149902,7.176490783691406,1,1,1,-1
479,48521,3,-3.10931658744812,-17.451004028320312,6.36934757232666,6.9448747634887695,-1,-1,1,-1
480,8509,0,18.58558464050293,-2.3876140117645264,3.8090059757232666,9.067312240600586,1,1,-1,1
481,26356,7,-20.52393913269043,13.032026290893555,5.8670220375061035,3.67327618598938,-1,-1,1,1
482,5831,3,21.718786239624023,-17.408679962158203,3.936272621154785,8.273091316223145,-1,-1,-1,1
483,34605,3,13.205705642700195,13.075553894042969,2.9855613708496094,6.964838981628418,1,-1,1,-1
484,11005,4,-15.03848934173584,-5.44043493270874,6.067296981811523,5.677206993103027,1,1,1,1
485,69610,9,-21.046998977661133,-5.526632308959961,6.975559711456299,5.142435550689697,1,-1,1,-1
486,6089,3,14.561663627624512,9.238656997680664,3.117189884185791,9.056828498840332,-1,-1,-1,-1
487,20556,1,-5.140294075012207,-5.862063407897949,7.950037002563477,6.690771579742432,-1,-1,-1,-1
488,41555,1,3.0962164402008057,-14.514403343200684,6.231436252593994,8.05141544342041,1,-1,-1,-1
489,53083,3,12.028667449951172,2.7748687267303467,2.6171035766601562,8.006961822509766,1,-1,1,-1
490,67372,5,16.628528594970703,-11.978796005249023,4.319538116455078,8.305654525756836,1,-1,1,1
491,12719,8,1.7586696147918701,8.937488555908203,1.8213948011398315,7.43350076675415,1,1,1,-1
492,9023,7,-18.92241859436035,12.475679397583008,5.73673677444458,3.520494222640991,-1,-1,1,-1
493,28130,1,-4.6011962890625,-4.8096232414245605,7.899952411651611,6.688700199127197,-1,-1,1,1
494,36222,4,-1.9027531147003174,11.072010040283203,3.880409002304077,4.762942314147949,-1,1,1,-1
495,34929,8,12.969748497009277,-13.741076469421387,5.155618190765381,7.671463966369629,1,1,-1,-1
496,22931,1,5.111050605773926,-13.979986190795898,5.9373369216918945,8.027532577514648,1,-1,-1,-1
497,30425,0,19.878385543823242,-2.6194040775299072,3.7924067974090576,9.346102714538574,1,1,-1,-1
498,13553,4,-14.73982048034668,-5.002161026000977,6.137267589569092,5.654696464538574,1,1,1,-1
499,68297,8,8.376651763916016,-10.12789535522461,5.205410003662109,6.978855609893799,1,1,-1,-1
500,58671,7,-16.98920440673828,7.09190034866333,5.923137664794922,4.124526500701904,-1,-1,1,1
501,32456,8,1.9281288385391235,-20.68655014038086,6.712864398956299,6.91111421585083,-1,1,1,1
502,36792,6,-8.153241157531738,-13.375252723693848,5.16955041885376,8.830431938171387,1,1,1,-1
503,29558,4,-5.21152925491333,9.562849044799805,4.572465896606445,4.75150203704834,-1,1,-1,-1
504,52224,2,6.5962934494018555,-4.554233551025391,3.499591588973999,6.7759881019592285,1,1,1,-1
505,32666,0,1.232762098312378,3.158904552459717,3.177762985229492,7.639001846313477,1,1,-1,1
506,4393,7,-20.353870391845703,-0.5268080234527588,6.768956661224365,4.7862443923950195,1,-1,1,1
507,60484,4,-9.549335479736328,8.129779815673828,4.76143217086792,5.191580295562744,-1,1,1,-1
508,50251,2,7.39225959777832,-6.323228359222412,3.748730421066284,7.108527660369873,1,1,-1,1
509,24140,7,-20.059785842895508,4.605859279632568,6.37053108215332,4.225160598754883,-1,-1,1,-1
510,47574,6,-0.8564274311065674,5.684237480163574,3.9405558109283447,7.540452003479004,-1,1,1,1
511,42300,4,-7.348588943481445,10.492807388305664,4.765474796295166,4.866634845733643,-1,1,-1,-1
