rule,ref_id,tsne_1,tsne_2,umap_1,umap_2,dist_to_rule_umap_centroid
teacher_nn,1001,2.0290642,7.689477,12.143103,1.5062159,0.551246318513367
teacher_nn,1002,3.1644886,8.429238,11.673241,1.7846695,0.45806197991992087
teacher_nn,1003,8.134586,8.337145,12.440135,1.0608581,0.8621771118140621
teacher_nn,1004,5.2619185,9.128315,11.698567,1.9415777,0.6168786263392869
teacher_nn,1005,-1.2931995,5.6666675,11.2038765,2.0177515,0.8046513494040156
teacher_nn,1006,5.134833,11.908313,10.950988,1.5135746,0.6947264289190874
teacher_nn,1007,-0.5853082,12.148346,11.462026,0.6950986,0.6540988022205197
teacher_nn,1008,2.1697192,8.731231,11.6228,1.6884081,0.3588069196121208
teacher_nn,1009,-0.4373385,6.6951704,11.09698,2.0801442,0.9153215257548053
teacher_nn,1010,5.939851,8.482268,12.049965,1.7242991,0.582981635005035
teacher_nn,1011,2.7650206,10.55703,11.042501,1.0278094,0.6524123016326605
teacher_nn,1012,3.67808,10.008603,11.475322,1.3718715,0.15160246960170343
teacher_nn,1013,1.2768193,7.5963697,11.73451,1.4547305,0.16899810250821118
teacher_nn,1014,2.146059,11.554409,11.235295,0.6437283,0.7868480425332686
teacher_nn,1015,4.9972844,6.625673,11.09732,1.7705221,0.6845125586184267
teacher_nn,1016,2.7691276,5.886185,12.176075,1.9348822,0.8213180181480942
teacher_nn,1017,6.572181,8.380075,12.4414015,1.4852525,0.8351205284904546
teacher_nn,1018,6.4709992,6.240891,10.9799795,1.4870968,0.6599997520665577
teacher_nn,1019,-0.064482,6.633464,11.313322,2.019787,0.7556203838429429
teacher_nn,1020,2.034357,10.876131,11.287887,0.67252344,0.7366577423646427
teacher_nn,1021,5.0408044,9.080308,11.495824,1.7783974,0.4658980782969123
teacher_nn,1022,0.21800645,5.076098,11.43165,2.2394493,0.9293196740785806
teacher_nn,1023,4.6054544,10.129682,11.521272,1.7613358,0.4430789997255086
teacher_nn,1024,7.4053764,10.998295,12.087984,1.0668793,0.5358921083588001
teacher_nn,1025,1.2395724,7.1063776,11.514052,2.006501,0.6852779336615131
teacher_nn,1026,6.4425864,10.354094,11.833126,1.1866925,0.2558485823949048
teacher_nn,1027,4.6409173,7.842412,11.930953,1.809623,0.5714373621740845
teacher_nn,1028,0.31329766,6.116407,11.391347,2.2387066,0.937637655731431
teacher_nn,1029,5.4583936,7.8347626,11.40881,1.728025,0.4513596881251762
